product_family,month,total_downloads,ios_downloads,google_play_downloads,revenue_usd,paid_downloads_proxy,organic_downloads,organic_share,top_5_countries,ad_creative_count,rating,review_count,major_version,liveops_event,ip_collab,organic_paid_ratio,rpd_usd,download_peak_ratio,revenue_peak_ratio,revenue_persistence,3m_revenue_carryover,download_scope,revenue_scope,data_status,source_url,notes
The Cozy Florist,2026-04,1688781,n.a.,n.a.,996704,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.5901913865681814,0.8679684283725254,0.8604106508518178,0.991292566326544,0.8305779642410613,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2026-05,1242627,n.a.,n.a.,989639,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.7964087372960671,0.6386624460147682,0.8543117476184927,1.3376577141013517,0.9049074661567702,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2026-06,988171,n.a.,n.a.,831978,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.8419372760382565,0.5078818566962245,0.7182099524777603,1.41412799651817,0.8109774503160236,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2026-07,710421,n.a.,n.a.,714063,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.0051265376445797,0.36512904802507723,0.6164191280251725,1.688222647196332,0.7296469427071418,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2026-08,1383555,n.a.,n.a.,791306,n.a.,n.a.,n.a.,n.a.,n.a.,4.7,157000,1.0.80,n.a.,n.a.,n.a.,0.5719367860330814,0.711094013324966,0.6830996067869182,0.9606319192491154,0.672576229096617,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
"Good Pizza, Great Pizza",2025-09,1415457,n.a.,n.a.,38790,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.027404576755069212,0.5528314775519386,1,1.8088695029237907,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2025-10,2011185,n.a.,n.a.,34828,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.01731715381727688,0.7855034629665866,0.8978602732663058,1.1430379566697069,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2025-11,1786995,n.a.,n.a.,31973,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.01789204782330113,0.6979421389896878,0.8242588295952565,1.1809844735674213,0.9073730342871874,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2025-12,2542617,n.a.,n.a.,30872,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.012141820809032583,0.9930635215048409,0.7958752255736015,0.8014343577614957,0.8393314428117212,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-01,2560377,n.a.,n.a.,17916,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.006997407022481455,1,0.46187161639597835,0.46187161639597835,0.6940018905216121,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-02,2069716,n.a.,n.a.,27737,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.013401355548297448,0.8083637683044332,0.7150554266563547,0.8845713460861865,0.6576007562086448,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-03,2071453,n.a.,n.a.,22879,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.011044904229060471,0.8090421840221186,0.5898169631348286,0.7290311615181532,0.5889146687290538,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-04,2000040,n.a.,n.a.,36508,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.018253634927301456,0.7811505883703845,0.9411704047434906,1.2048514316643288,0.7486809315115579,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-05,2123172,n.a.,n.a.,26558,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.012508642728898083,0.8292419436668896,0.6846609951018303,0.8256468456892985,0.7385494543267165,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-06,1942830,n.a.,n.a.,22677,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.011672148360896218,0.7588062226773635,0.5846094354215003,0.7704331065693832,0.7368136117556071,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-07,2217345,n.a.,n.a.,28970,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.013065174792375567,0.8660228552279605,0.7468419695797887,0.8623813621907239,0.6720374667010398,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
"Good Pizza, Great Pizza",2026-08,1999298,n.a.,n.a.,27177,n.a.,n.a.,n.a.,n.a.,n.a.,4.7,1872000,5.57.3,n.a.,n.a.,n.a.,0.01359327123820461,0.7808607872981206,0.7006187161639598,0.8972389541907864,0.677356707055083,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-downloads | https://app.diandian.com/app/2yedipuqkdqtr4d/googleplay-income,n.a.
My Perfect Hotel,2025-09,5148391,n.a.,n.a.,549955,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.10682075234767523,0.9088218041355313,0.8137860721694944,0.8954297404248189,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2025-10,5545468,n.a.,n.a.,459061,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.08278129095686784,0.9789159822041209,0.6792873018268772,0.6939178787309186,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2025-11,5397184,n.a.,n.a.,360334,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.06676333436102976,0.9527400891135547,0.5331977898721215,0.5596466402166593,0.6754237212894978,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2025-12,5664907,n.a.,n.a.,377169,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.06657991031450296,1,0.5581090799321691,0.5581090799321691,0.5901980572103893,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-01,5157455,n.a.,n.a.,376373,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.0729764971289134,0.9104218304025115,0.5569312131731672,0.6117287553692988,0.5494126943258193,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-02,3665958,n.a.,n.a.,303975,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.08291829857297874,0.6471347190695276,0.449801567924143,0.6950663512087298,0.5216139536764931,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-03,3634759,n.a.,n.a.,305136,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.08394944479125026,0.6416273029724936,0.4515195369030391,0.7037099805623385,0.4860841060001164,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-04,3771660,n.a.,n.a.,311639,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.0826264827688604,0.6657938073828926,0.46114223480981004,0.692620192162002,0.45415444654566406,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-05,3485212,n.a.,n.a.,359398,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.10312084315100488,0.6152284582959614,0.5318127606178178,0.8644150858866549,0.48149151077688895,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-06,3782976,n.a.,n.a.,395511,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.10455022712277318,0.6677913688609539,0.5852503262809301,0.8763969610436664,0.5260684405695193,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-07,4800786,n.a.,n.a.,647059,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.13478188779920622,0.8474606908815979,0.957473978910858,1.129815210561348,0.6915123552698687,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
My Perfect Hotel,2026-08,4923278,n.a.,n.a.,675798,n.a.,n.a.,n.a.,n.a.,n.a.,4.5,1841000,1.37.1,n.a.,n.a.,n.a.,0.13726586229743679,0.8690836407376149,1,1.150637238035309,0.8475747683972628,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-downloads | https://app.diandian.com/app/4v2imuppkwe6igy/googleplay-income,n.a.
Eatventure,2025-09,223357,n.a.,n.a.,312523,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.3992084420904651,0.33335621805156523,0.6461933226779589,1.9384468856015233,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2025-10,153283,n.a.,n.a.,304242,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.9848385013341336,0.22877206074400208,0.6290709767863087,2.7497718678604053,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2025-11,155774,n.a.,n.a.,252084,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.618267490081785,0.23248983246893773,0.5212256299662763,2.2419287090153315,0.598829976476848,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2025-12,369458,n.a.,n.a.,276797,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.749197473055124,0.551409275773292,0.5723238710024253,1.037929349664644,0.5742068259183368,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-01,569118,n.a.,n.a.,338944,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.5955601474562393,0.8493981567851946,0.700823138014668,0.8250820094396556,0.5981242129944566,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-02,609791,n.a.,n.a.,345826,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.5671221779265355,0.9101018618708258,0.7150528185395245,0.7856843816027866,0.6627332758522059,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-03,641532,n.a.,n.a.,405895,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.6326964204435632,0.9574747210924965,0.8392554746638491,0.8765301643747241,0.7517104770726806,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-04,650430,n.a.,n.a.,398119,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.6120858508986363,0.970754822581247,0.8231773003306199,0.8479765242286235,0.7924951978446645,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-05,599176,n.a.,n.a.,483637,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.8071701803810567,0.8942591694339763,1,1.1182440551690989,0.887477591664823,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-06,670025,n.a.,n.a.,479215,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.7152195813589045,1,0.9908567789478473,0.9908567789478473,0.938011359759489,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-07,640108,n.a.,n.a.,477780,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.7464052941066195,0.9553494272601769,0.9878896775887701,1.0340610978560112,0.9929154855122058,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Eatventure,2026-08,631371,n.a.,n.a.,405227,n.a.,n.a.,n.a.,n.a.,n.a.,4.7,420000,1.54.0,n.a.,n.a.,n.a.,0.6418207361440421,0.9423096153128615,0.8378742734737004,0.8891708838135044,0.9388735766701058,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-downloads | https://app.diandian.com/app/pn3qiru635m5ugy/googleplay-income,n.a.
Office Cat,2025-09,429095,n.a.,n.a.,413268,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.9631153940269638,1,1,1,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2025-10,409323,n.a.,n.a.,360117,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.8797868675837908,0.9539216257472122,0.8713885420598739,0.9134802257756871,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2025-11,230844,n.a.,n.a.,325331,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.4093110498865034,0.5379787692702083,0.7872155598788195,1.4632836923039023,0.8862013673128979,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2025-12,235311,n.a.,n.a.,241237,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.0251836930700222,0.5483890513755695,0.5837301702527173,1.0644453400163603,0.747444757397137,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-01,209217,n.a.,n.a.,191324,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.9144763570837934,0.48757734301261957,0.46295382173311267,0.9494982249844419,0.6112998506215498,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-02,196691,n.a.,n.a.,163868,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.8331240371953978,0.45838567217049836,0.3965175140586738,0.8650303404579093,0.48106716868150123,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-03,217214,n.a.,n.a.,154950,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.7133518097360207,0.5062142416015102,0.3749382966985104,0.7406711741501345,0.41146987749676567,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-04,200243,n.a.,n.a.,245099,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.2240078304859596,0.4666635593516587,0.5930751957567486,1.2708838816999448,0.45484366883797767,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-05,179451,n.a.,n.a.,264517,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.4740346947077476,0.41820808911779445,0.6400616549067433,1.5304860703602041,0.5360250491206675,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-06,160710,n.a.,n.a.,247126,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.5377138945927447,0.37453244619489856,0.5979800032908428,1.5966040041819687,0.6103722846514449,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-07,147551,n.a.,n.a.,226145,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1.5326565052083687,0.3438655775527564,0.5472114947201332,1.5913529310335786,0.5950843843059065,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Office Cat,2026-08,101219,n.a.,n.a.,231929,n.a.,n.a.,n.a.,n.a.,n.a.,4.6,510000,1.0.80,n.a.,n.a.,n.a.,2.291358341813296,0.2358894883417425,0.5612072553403602,2.3791109103060872,0.5687995844504453,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-downloads | https://app.diandian.com/app/yedipu8dp09qfr4/googleplay-income,n.a.
Rent Please!,2025-09,392611,n.a.,n.a.,342248,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.8717229012941563,0.34423678197603563,0.5894303202317435,1.712281636053573,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-downloads | https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-income,n.a.
Rent Please!,2025-10,455961,n.a.,n.a.,405465,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.8892536861705277,0.3997813289657579,0.698304635214125,1.7467164787826703,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-downloads | https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-income,n.a.
Rent Please!,2025-11,573710,n.a.,n.a.,404218,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.704568510222935,0.503022289715447,0.696157012410401,1.3839486373540377,0.6612973226187565,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-downloads | https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-income,n.a.
Rent Please!,2025-12,753409,n.a.,n.a.,390582,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.5184196100657147,0.6605802936539807,0.6726726623289393,1.0183056757689062,0.6890447699844884,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-downloads | https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-income,n.a.
Rent Please!,2026-01,745593,n.a.,n.a.,447741,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.6005166357516769,0.6537273152913655,0.7711136982856907,1.1795647516151382,0.7133144576750102,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-downloads | https://app.diandian.com/app/nzki9u1w9r8ecvn/googleplay-income,n.a.
